id_1,id_2,similarity,id_A,county_code_A,county_name_A,state_code_A,state_name_A,id_B,county_code_B,county_name_B,state_code_B,state_name_B,category
NE_003,IA_001,0.9509165144657996,NE_003,3,Antelope County,31,Nebraska,IA_001,1,Adair County,19,Iowa,very similar
WA_007,WA_009,0.9504921173553245,WA_007,7,Chelan County,53,Washington,WA_009,9,Clallam County,53,Washington,very similar
WA_009,WA_007,0.9504921173553245,WA_009,9,Clallam County,53,Washington,WA_007,7,Chelan County,53,Washington,very similar
KY_001,AR_009,0.9496031010019194,KY_001,1,Adair County,21,Kentucky,AR_009,9,Boone County,5,Arkansas,very similar
AR_009,KY_001,0.9496031010019194,AR_009,9,Boone County,5,Arkansas,KY_001,1,Adair County,21,Kentucky,very similar
ND_009,ND_003,0.9492554913618568,ND_009,9,Bottineau County,38,North Dakota,ND_003,3,Barnes County,38,North Dakota,very similar
ND_003,ND_009,0.9492554913618568,ND_003,3,Barnes County,38,North Dakota,ND_009,9,Bottineau County,38,North Dakota,very similar
SC_009,MS_007,0.9490117357567247,SC_009,9,Bamberg County,45,South Carolina,MS_007,7,Attala County,28,Mississippi,very similar
MS_007,SC_009,0.9490117357567247,MS_007,7,Attala County,28,Mississippi,SC_009,9,Bamberg County,45,South Carolina,very similar
MS_007,MS_003,0.9472203678303341,MS_007,7,Attala County,28,Mississippi,MS_003,3,Alcorn County,28,Mississippi,very similar
MS_003,MS_007,0.9472203678303341,MS_003,3,Alcorn County,28,Mississippi,MS_007,7,Attala County,28,Mississippi,very similar
KY_003,KY_001,0.9466448266892137,KY_003,3,Allen County,21,Kentucky,KY_001,1,Adair County,21,Kentucky,very similar
KY_001,KY_003,0.9466448266892137,KY_001,1,Adair County,21,Kentucky,KY_003,3,Allen County,21,Kentucky,very similar
SC_007,SC_003,0.9448953479555118,SC_007,7,Anderson County,45,South Carolina,SC_003,3,Aiken County,45,South Carolina,very similar
SC_003,SC_007,0.9448953479555118,SC_003,3,Aiken County,45,South Carolina,SC_007,7,Anderson County,45,South Carolina,very similar
MS_007,MS_009,0.9447277008941559,MS_007,7,Attala County,28,Mississippi,MS_009,9,Benton County,28,Mississippi,very similar
MS_009,MS_007,0.9447277008941559,MS_009,9,Benton County,28,Mississippi,MS_007,7,Attala County,28,Mississippi,very similar
GA_001,AL_007,0.9443360827841281,GA_001,1,Appling County,13,Georgia,AL_007,7,Bibb County,1,Alabama,very similar
AL_007,GA_001,0.9443360827841281,AL_007,7,Bibb County,1,Alabama,GA_001,1,Appling County,13,Georgia,very similar
OH_007,OH_003,0.943648417917907,OH_007,7,Ashtabula County,39,Ohio,OH_003,3,Allen County,39,Ohio,very similar
OH_003,OH_007,0.943648417917907,OH_003,3,Allen County,39,Ohio,OH_007,7,Ashtabula County,39,Ohio,very similar
CA_007,FL_001,0.9424084713860345,CA_007,7,Butte County,6,California,FL_001,1,Alachua County,12,Florida,very similar
FL_001,CA_007,0.9424084713860345,FL_001,1,Alachua County,12,Florida,CA_007,7,Butte County,6,California,very similar
MT_009,MT_001,0.9415184280468132,MT_009,9,Carbon County,30,Montana,MT_001,1,Beaverhead County,30,Montana,very similar
MT_001,MT_009,0.9415184280468132,MT_001,1,Beaverhead County,30,Montana,MT_009,9,Carbon County,30,Montana,very similar
AL_007,MS_003,0.94017331202163,AL_007,7,Bibb County,1,Alabama,MS_003,3,Alcorn County,28,Mississippi,very similar
MS_003,AL_007,0.94017331202163,MS_003,3,Alcorn County,28,Mississippi,AL_007,7,Bibb County,1,Alabama,very similar
WY_009,WY_007,0.9400620671082298,WY_009,9,Converse County,56,Wyoming,WY_007,7,Carbon County,56,Wyoming,very similar
WY_007,WY_009,0.9400620671082298,WY_007,7,Carbon County,56,Wyoming,WY_009,9,Converse County,56,Wyoming,very similar
ID_005,WA_009,0.9395835746669273,ID_005,5,Bannock County,16,Idaho,WA_009,9,Clallam County,53,Washington,very similar
WA_009,ID_005,0.9395835746669273,WA_009,9,Clallam County,53,Washington,ID_005,5,Bannock County,16,Idaho,very similar
ND_003,IA_005,0.9369477372966738,ND_003,3,Barnes County,38,North Dakota,IA_005,5,Allamakee County,19,Iowa,very similar
IA_005,ND_003,0.9369477372966738,IA_005,5,Allamakee County,19,Iowa,ND_003,3,Barnes County,38,North Dakota,very similar
SD_009,ND_003,0.9367911841609714,SD_009,9,Bon Homme County,46,South Dakota,ND_003,3,Barnes County,38,North Dakota,very similar
ND_003,SD_009,0.9367911841609714,ND_003,3,Barnes County,38,North Dakota,SD_009,9,Bon Homme County,46,South Dakota,very similar
KY_009,TN_005,0.9354572903366936,KY_009,9,Barren County,21,Kentucky,TN_005,5,Benton County,47,Tennessee,very similar
TN_005,KY_009,0.9354572903366936,TN_005,5,Benton County,47,Tennessee,KY_009,9,Barren County,21,Kentucky,very similar
ND_009,WY_009,0.9352405309352345,ND_009,9,Bottineau County,38,North Dakota,WY_009,9,Converse County,56,Wyoming,very similar
WY_009,ND_009,0.9352405309352345,WY_009,9,Converse County,56,Wyoming,ND_009,9,Bottineau County,38,North Dakota,very similar
NE_001,IA_005,0.9348634998199536,NE_001,1,Adams County,31,Nebraska,IA_005,5,Allamakee County,19,Iowa,very similar
IA_005,NE_001,0.9348634998199536,IA_005,5,Allamakee County,19,Iowa,NE_001,1,Adams County,31,Nebraska,very similar
OK_001,WV_005,0.9342496748004796,OK_001,1,Adair County,40,Oklahoma,WV_005,5,Boone County,54,West Virginia,very similar
WV_005,OK_001,0.9342496748004796,WV_005,5,Boone County,54,West Virginia,OK_001,1,Adair County,40,Oklahoma,very similar
MO_009,TN_007,0.9312709915137016,MO_009,9,Barry County,29,Missouri,TN_007,7,Bledsoe County,47,Tennessee,very similar
TN_007,MO_009,0.9312709915137016,TN_007,7,Bledsoe County,47,Tennessee,MO_009,9,Barry County,29,Missouri,very similar
LA_007,LA_009,0.9301469984220793,LA_007,7,Assumption Parish,22,Louisiana,LA_009,9,Avoyelles Parish,22,Louisiana,very similar
LA_009,LA_007,0.9301469984220793,LA_009,9,Avoyelles Parish,22,Louisiana,LA_007,7,Assumption Parish,22,Louisiana,very similar
SD_009,NE_001,0.9298439553722684,SD_009,9,Bon Homme County,46,South Dakota,NE_001,1,Adams County,31,Nebraska,very similar
NE_001,SD_009,0.9298439553722684,NE_001,1,Adams County,31,Nebraska,SD_009,9,Bon Homme County,46,South Dakota,very similar
KY_003,MO_009,0.9267464253167853,KY_003,3,Allen County,21,Kentucky,MO_009,9,Barry County,29,Missouri,very similar
MO_009,KY_003,0.9267464253167853,MO_009,9,Barry County,29,Missouri,KY_003,3,Allen County,21,Kentucky,very similar
NC_001,SC_007,0.9250990369425997,NC_001,1,Alamance County,37,North Carolina,SC_007,7,Anderson County,45,South Carolina,very similar
SC_007,NC_001,0.9250990369425997,SC_007,7,Anderson County,45,South Carolina,NC_001,1,Alamance County,37,North Carolina,very similar
MO_009,TN_005,0.9248688741138105,MO_009,9,Barry County,29,Missouri,TN_005,5,Benton County,47,Tennessee,very similar
TN_005,MO_009,0.9248688741138105,TN_005,5,Benton County,47,Tennessee,MO_009,9,Barry County,29,Missouri,very similar
AR_005,AR_009,0.9242921099471073,AR_005,5,Baxter County,5,Arkansas,AR_009,9,Boone County,5,Arkansas,very similar
AR_009,AR_005,0.9242921099471073,AR_009,9,Boone County,5,Arkansas,AR_005,5,Baxter County,5,Arkansas,very similar
OK_005,MO_009,0.9240292931071791,OK_005,5,Atoka County,40,Oklahoma,MO_009,9,Barry County,29,Missouri,very similar
MO_009,OK_005,0.9240292931071791,MO_009,9,Barry County,29,Missouri,OK_005,5,Atoka County,40,Oklahoma,very similar
SC_009,MS_003,0.9239796529899718,SC_009,9,Bamberg County,45,South Carolina,MS_003,3,Alcorn County,28,Mississippi,very similar
MS_003,SC_009,0.9239796529899718,MS_003,3,Alcorn County,28,Mississippi,SC_009,9,Bamberg County,45,South Carolina,very similar
AR_003,AR_009,0.9237782436391461,AR_003,3,Ashley County,5,Arkansas,AR_009,9,Boone County,5,Arkansas,very similar
AR_009,AR_003,0.9237782436391461,AR_009,9,Boone County,5,Arkansas,AR_003,3,Ashley County,5,Arkansas,very similar
CO_005,MD_003,0.9237727202334883,CO_005,5,Arapahoe County,8,Colorado,MD_003,3,Anne Arundel County,24,Maryland,very similar
MD_003,CO_005,0.9237727202334883,MD_003,3,Anne Arundel County,24,Maryland,CO_005,5,Arapahoe County,8,Colorado,very similar
MS_007,AR_003,0.9237641131849285,MS_007,7,Attala County,28,Mississippi,AR_003,3,Ashley County,5,Arkansas,very similar
AR_003,MS_007,0.9237641131849285,AR_003,3,Ashley County,5,Arkansas,MS_007,7,Attala County,28,Mississippi,very similar
VA_001,MS_007,0.9229025543351652,VA_001,1,Accomack County,51,Virginia,MS_007,7,Attala County,28,Mississippi,very similar
MS_007,VA_001,0.9229025543351652,MS_007,7,Attala County,28,Mississippi,VA_001,1,Accomack County,51,Virginia,very similar
AZ_005,OR_003,0.9206167672076232,AZ_005,5,Coconino County,4,Arizona,OR_003,3,Benton County,41,Oregon,very similar
OR_003,AZ_005,0.9206167672076232,OR_003,3,Benton County,41,Oregon,AZ_005,5,Coconino County,4,Arizona,very similar
KY_009,MO_009,0.9174810790436854,KY_009,9,Barren County,21,Kentucky,MO_009,9,Barry County,29,Missouri,very similar
MO_009,KY_009,0.9174810790436854,MO_009,9,Barry County,29,Missouri,KY_009,9,Barren County,21,Kentucky,very similar
MS_003,MS_009,0.9168414925690244,MS_003,3,Alcorn County,28,Mississippi,MS_009,9,Benton County,28,Mississippi,very similar
MS_009,MS_003,0.9168414925690244,MS_009,9,Benton County,28,Mississippi,MS_003,3,Alcorn County,28,Mississippi,very similar
KY_001,MO_009,0.9163837576843877,KY_001,1,Adair County,21,Kentucky,MO_009,9,Barry County,29,Missouri,very similar
MO_009,KY_001,0.9163837576843877,MO_009,9,Barry County,29,Missouri,KY_001,1,Adair County,21,Kentucky,very similar
AL_007,AR_009,0.9155291143258953,AL_007,7,Bibb County,1,Alabama,AR_009,9,Boone County,5,Arkansas,very similar
AR_009,AL_007,0.9155291143258953,AR_009,9,Boone County,5,Arkansas,AL_007,7,Bibb County,1,Alabama,very similar
MS_001,MS_009,0.9153008251921769,MS_001,1,Adams County,28,Mississippi,MS_009,9,Benton County,28,Mississippi,very similar
MS_009,MS_001,0.9153008251921769,MS_009,9,Benton County,28,Mississippi,MS_001,1,Adams County,28,Mississippi,very similar
TN_009,SC_007,0.9151110396457393,TN_009,9,Blount County,47,Tennessee,SC_007,7,Anderson County,45,South Carolina,very similar
SC_007,TN_009,0.9151110396457393,SC_007,7,Anderson County,45,South Carolina,TN_009,9,Blount County,47,Tennessee,very similar
ND_009,WY_007,0.9144944867170051,ND_009,9,Bottineau County,38,North Dakota,WY_007,7,Carbon County,56,Wyoming,very similar
WY_007,ND_009,0.9144944867170051,WY_007,7,Carbon County,56,Wyoming,ND_009,9,Bottineau County,38,North Dakota,very similar
AR_009,KY_009,0.9143604399502036,AR_009,9,Boone County,5,Arkansas,KY_009,9,Barren County,21,Kentucky,very similar
KY_009,AR_009,0.9143604399502036,KY_009,9,Barren County,21,Kentucky,AR_009,9,Boone County,5,Arkansas,very similar
ID_009,ID_003,0.9138368038596958,ID_009,9,Benewah County,16,Idaho,ID_003,3,Adams County,16,Idaho,very similar
ID_003,ID_009,0.9138368038596958,ID_003,3,Adams County,16,Idaho,ID_009,9,Benewah County,16,Idaho,very similar
ID_001,WA_005,0.9137624111383874,ID_001,1,Ada County,16,Idaho,WA_005,5,Benton County,53,Washington,very similar
WA_005,ID_001,0.9137624111383874,WA_005,5,Benton County,53,Washington,ID_001,1,Ada County,16,Idaho,very similar
SD_009,IA_001,0.9125626540369443,SD_009,9,Bon Homme County,46,South Dakota,IA_001,1,Adair County,19,Iowa,very similar
IA_001,SD_009,0.9125626540369443,IA_001,1,Adair County,19,Iowa,SD_009,9,Bon Homme County,46,South Dakota,very similar
KS_005,IA_007,0.9122080473818059,KS_005,5,Atchison County,20,Kansas,IA_007,7,Appanoose County,19,Iowa,very similar
IA_007,KS_005,0.9122080473818059,IA_007,7,Appanoose County,19,Iowa,KS_005,5,Atchison County,20,Kansas,very similar
OK_001,TN_005,0.911586050635014,OK_001,1,Adair County,40,Oklahoma,TN_005,5,Benton County,47,Tennessee,very similar
TN_005,OK_001,0.911586050635014,TN_005,5,Benton County,47,Tennessee,OK_001,1,Adair County,40,Oklahoma,very similar
TN_007,OH_001,0.9115291713298158,TN_007,7,Bledsoe County,47,Tennessee,OH_001,1,Adams County,39,Ohio,very similar
OH_001,TN_007,0.9115291713298158,OH_001,1,Adams County,39,Ohio,TN_007,7,Bledsoe County,47,Tennessee,very similar
AR_009,KY_003,0.9111676598064422,AR_009,9,Boone County,5,Arkansas,KY_003,3,Allen County,21,Kentucky,very similar
KY_003,AR_009,0.9111676598064422,KY_003,3,Allen County,21,Kentucky,AR_009,9,Boone County,5,Arkansas,very similar
KY_003,KY_009,0.9107325993121822,KY_003,3,Allen County,21,Kentucky,KY_009,9,Barren County,21,Kentucky,very similar
KY_009,KY_003,0.9107325993121822,KY_009,9,Barren County,21,Kentucky,KY_003,3,Allen County,21,Kentucky,very similar
AR_009,GA_001,0.9093052015169654,AR_009,9,Boone County,5,Arkansas,GA_001,1,Appling County,13,Georgia,very similar
GA_001,AR_009,0.9093052015169654,GA_001,1,Appling County,13,Georgia,AR_009,9,Boone County,5,Arkansas,very similar
MO_009,OK_001,0.9092899658047099,MO_009,9,Barry County,29,Missouri,OK_001,1,Adair County,40,Oklahoma,very similar
OK_001,MO_009,0.9092899658047099,OK_001,1,Adair County,40,Oklahoma,MO_009,9,Barry County,29,Missouri,very similar
WV_001,WV_009,0.9090436423882933,WV_001,1,Barbour County,54,West Virginia,WV_009,9,Brooke County,54,West Virginia,very similar
WV_009,WV_001,0.9090436423882933,WV_009,9,Brooke County,54,West Virginia,WV_001,1,Barbour County,54,West Virginia,very similar
MD_003,MD_009,0.9087685237407264,MD_003,3,Anne Arundel County,24,Maryland,MD_009,9,Calvert County,24,Maryland,very similar
MD_009,MD_003,0.9087685237407264,MD_009,9,Calvert County,24,Maryland,MD_003,3,Anne Arundel County,24,Maryland,very similar
OR_005,CO_001,0.9086538801179758,OR_005,5,Clackamas County,41,Oregon,CO_001,1,Adams County,8,Colorado,very similar
CO_001,OR_005,0.9086538801179758,CO_001,1,Adams County,8,Colorado,OR_005,5,Clackamas County,41,Oregon,very similar
AR_009,MS_003,0.9085919649645421,AR_009,9,Boone County,5,Arkansas,MS_003,3,Alcorn County,28,Mississippi,very similar
MS_003,AR_009,0.9085919649645421,MS_003,3,Alcorn County,28,Mississippi,AR_009,9,Boone County,5,Arkansas,very similar
IA_009,SD_009,0.9079194005083292,IA_009,9,Audubon County,19,Iowa,SD_009,9,Bon Homme County,46,South Dakota,very similar
SD_009,IA_009,0.9079194005083292,SD_009,9,Bon Homme County,46,South Dakota,IA_009,9,Audubon County,19,Iowa,very similar
OK_005,TN_005,0.9077273056545112,OK_005,5,Atoka County,40,Oklahoma,TN_005,5,Benton County,47,Tennessee,very similar
TN_005,OK_005,0.9077273056545112,TN_005,5,Benton County,47,Tennessee,OK_005,5,Atoka County,40,Oklahoma,very similar
MS_001,SC_009,0.90740855194899,MS_001,1,Adams County,28,Mississippi,SC_009,9,Bamberg County,45,South Carolina,very similar
SC_009,MS_001,0.90740855194899,SC_009,9,Bamberg County,45,South Carolina,MS_001,1,Adams County,28,Mississippi,very similar
KS_001,OK_003,0.9073740996184785,KS_001,1,Allen County,20,Kansas,OK_003,3,Alfalfa County,40,Oklahoma,very similar
OK_003,KS_001,0.9073740996184785,OK_003,3,Alfalfa County,40,Oklahoma,KS_001,1,Allen County,20,Kansas,very similar
AL_009,AR_009,0.9072671259365152,AL_009,9,Blount County,1,Alabama,AR_009,9,Boone County,5,Arkansas,very similar
AR_009,AL_009,0.9072671259365152,AR_009,9,Boone County,5,Arkansas,AL_009,9,Blount County,1,Alabama,very similar
ID_001,CO_005,0.9067430154728513,ID_001,1,Ada County,16,Idaho,CO_005,5,Arapahoe County,8,Colorado,very similar
CO_005,ID_001,0.9067430154728513,CO_005,5,Arapahoe County,8,Colorado,ID_001,1,Ada County,16,Idaho,very similar
CA_001,CO_005,0.906216966439073,CA_001,1,Alameda County,6,California,CO_005,5,Arapahoe County,8,Colorado,very similar
CO_005,CA_001,0.906216966439073,CO_005,5,Arapahoe County,8,Colorado,CA_001,1,Alameda County,6,California,very similar
GA_001,AR_003,0.9059975041413381,GA_001,1,Appling County,13,Georgia,AR_003,3,Ashley County,5,Arkansas,very similar
AR_003,GA_001,0.9059975041413381,AR_003,3,Ashley County,5,Arkansas,GA_001,1,Appling County,13,Georgia,very similar
OH_001,TN_005,0.9050285813179513,OH_001,1,Adams County,39,Ohio,TN_005,5,Benton County,47,Tennessee,very similar
TN_005,OH_001,0.9050285813179513,TN_005,5,Benton County,47,Tennessee,OH_001,1,Adams County,39,Ohio,very similar
KY_009,OH_001,0.9046154577560537,KY_009,9,Barren County,21,Kentucky,OH_001,1,Adams County,39,Ohio,very similar
OH_001,KY_009,0.9046154577560537,OH_001,1,Adams County,39,Ohio,KY_009,9,Barren County,21,Kentucky,very similar
SD_009,ND_009,0.9038252849395513,SD_009,9,Bon Homme County,46,South Dakota,ND_009,9,Bottineau County,38,North Dakota,very similar
ND_009,SD_009,0.9038252849395513,ND_009,9,Bottineau County,38,North Dakota,SD_009,9,Bon Homme County,46,South Dakota,very similar
CO_005,CO_001,0.9030645282818377,CO_005,5,Arapahoe County,8,Colorado,CO_001,1,Adams County,8,Colorado,very similar
CO_001,CO_005,0.9030645282818377,CO_001,1,Adams County,8,Colorado,CO_005,5,Arapahoe County,8,Colorado,very similar
AR_005,AL_009,0.9021277584290724,AR_005,5,Baxter County,5,Arkansas,AL_009,9,Blount County,1,Alabama,very similar
AL_009,AR_005,0.9021277584290724,AL_009,9,Blount County,1,Alabama,AR_005,5,Baxter County,5,Arkansas,very similar
KY_009,KY_001,0.9021179793390193,KY_009,9,Barren County,21,Kentucky,KY_001,1,Adair County,21,Kentucky,very similar
KY_001,KY_009,0.9021179793390193,KY_001,1,Adair County,21,Kentucky,KY_009,9,Barren County,21,Kentucky,very similar
WV_005,KY_001,0.9016811967771134,WV_005,5,Boone County,54,West Virginia,KY_001,1,Adair County,21,Kentucky,very similar
KY_001,WV_005,0.9016811967771134,KY_001,1,Adair County,21,Kentucky,WV_005,5,Boone County,54,West Virginia,very similar
AR_009,OK_005,0.9016668184829303,AR_009,9,Boone County,5,Arkansas,OK_005,5,Atoka County,40,Oklahoma,very similar
OK_005,AR_009,0.9016668184829303,OK_005,5,Atoka County,40,Oklahoma,AR_009,9,Boone County,5,Arkansas,very similar
KY_001,OK_001,0.9014344579001455,KY_001,1,Adair County,21,Kentucky,OK_001,1,Adair County,40,Oklahoma,very similar
OK_001,KY_001,0.9014344579001455,OK_001,1,Adair County,40,Oklahoma,KY_001,1,Adair County,21,Kentucky,very similar
NE_003,IA_009,0.9009106451328488,NE_003,3,Antelope County,31,Nebraska,IA_009,9,Audubon County,19,Iowa,very similar
IA_009,NE_003,0.9009106451328488,IA_009,9,Audubon County,19,Iowa,NE_003,3,Antelope County,31,Nebraska,very similar
KY_001,WV_001,0.899043321720254,KY_001,1,Adair County,21,Kentucky,WV_001,1,Barbour County,54,West Virginia,similar
WV_001,KY_001,0.899043321720254,WV_001,1,Barbour County,54,West Virginia,KY_001,1,Adair County,21,Kentucky,similar
WY_005,ND_003,0.8990093872210586,WY_005,5,Campbell County,56,Wyoming,ND_003,3,Barnes County,38,North Dakota,similar
ND_003,WY_005,0.8990093872210586,ND_003,3,Barnes County,38,North Dakota,WY_005,5,Campbell County,56,Wyoming,similar
CA_001,DE_003,0.8985348290964159,CA_001,1,Alameda County,6,California,DE_003,3,New Castle County,10,Delaware,similar
DE_003,CA_001,0.8985348290964159,DE_003,3,New Castle County,10,Delaware,CA_001,1,Alameda County,6,California,similar
KY_001,TN_005,0.8981431650588595,KY_001,1,Adair County,21,Kentucky,TN_005,5,Benton County,47,Tennessee,similar
TN_005,KY_001,0.8981431650588595,TN_005,5,Benton County,47,Tennessee,KY_001,1,Adair County,21,Kentucky,similar
OR_005,CO_005,0.8976545741365184,OR_005,5,Clackamas County,41,Oregon,CO_005,5,Arapahoe County,8,Colorado,similar
CO_005,OR_005,0.8976545741365184,CO_005,5,Arapahoe County,8,Colorado,OR_005,5,Clackamas County,41,Oregon,similar
MO_001,NM_006,0.8973412628821085,MO_001,1,Adair County,29,Missouri,NM_006,6,Cibola County,35,New Mexico,similar
NM_006,MO_001,0.8973412628821085,NM_006,6,Cibola County,35,New Mexico,MO_001,1,Adair County,29,Missouri,similar
LA_001,LA_007,0.8971711499134826,LA_001,1,Acadia Parish,22,Louisiana,LA_007,7,Assumption Parish,22,Louisiana,similar
LA_007,LA_001,0.8971711499134826,LA_007,7,Assumption Parish,22,Louisiana,LA_001,1,Acadia Parish,22,Louisiana,similar
MD_003,MD_005,0.8969761326260809,MD_003,3,Anne Arundel County,24,Maryland,MD_005,5,Baltimore County,24,Maryland,similar
MD_005,MD_003,0.8969761326260809,MD_005,5,Baltimore County,24,Maryland,MD_003,3,Anne Arundel County,24,Maryland,similar
DE_003,MD_003,0.8964192026987133,DE_003,3,New Castle County,10,Delaware,MD_003,3,Anne Arundel County,24,Maryland,similar
MD_003,DE_003,0.8964192026987133,MD_003,3,Anne Arundel County,24,Maryland,DE_003,3,New Castle County,10,Delaware,similar
LA_003,LA_007,0.8959445194603021,LA_003,3,Allen Parish,22,Louisiana,LA_007,7,Assumption Parish,22,Louisiana,similar
LA_007,LA_003,0.8959445194603021,LA_007,7,Assumption Parish,22,Louisiana,LA_003,3,Allen Parish,22,Louisiana,similar
OH_009,MO_001,0.8957847957421787,OH_009,9,Athens County,39,Ohio,MO_001,1,Adair County,29,Missouri,similar
MO_001,OH_009,0.8957847957421787,MO_001,1,Adair County,29,Missouri,OH_009,9,Athens County,39,Ohio,similar
TN_005,KY_003,0.895296046200748,TN_005,5,Benton County,47,Tennessee,KY_003,3,Allen County,21,Kentucky,similar
KY_003,TN_005,0.895296046200748,KY_003,3,Allen County,21,Kentucky,TN_005,5,Benton County,47,Tennessee,similar
CA_007,AZ_005,0.8950266454946657,CA_007,7,Butte County,6,California,AZ_005,5,Coconino County,4,Arizona,similar
AZ_005,CA_007,0.8950266454946657,AZ_005,5,Coconino County,4,Arizona,CA_007,7,Butte County,6,California,similar
SD_009,NE_003,0.894932756996997,SD_009,9,Bon Homme County,46,South Dakota,NE_003,3,Antelope County,31,Nebraska,similar
NE_003,SD_009,0.894932756996997,NE_003,3,Antelope County,31,Nebraska,SD_009,9,Bon Homme County,46,South Dakota,similar
TN_001,WV_003,0.8945433535939873,TN_001,1,Anderson County,47,Tennessee,WV_003,3,Berkeley County,54,West Virginia,similar
WV_003,TN_001,0.8945433535939873,WV_003,3,Berkeley County,54,West Virginia,TN_001,1,Anderson County,47,Tennessee,similar
KY_003,TN_007,0.8942926416379312,KY_003,3,Allen County,21,Kentucky,TN_007,7,Bledsoe County,47,Tennessee,similar
TN_007,KY_003,0.8942926416379312,TN_007,7,Bledsoe County,47,Tennessee,KY_003,3,Allen County,21,Kentucky,similar
MS_001,AL_005,0.8940682180621186,MS_001,1,Adams County,28,Mississippi,AL_005,5,Barbour County,1,Alabama,similar
AL_005,MS_001,0.8940682180621186,AL_005,5,Barbour County,1,Alabama,MS_001,1,Adams County,28,Mississippi,similar
CA_001,MD_005,0.893036300208934,CA_001,1,Alameda County,6,California,MD_005,5,Baltimore County,24,Maryland,similar
MD_005,CA_001,0.893036300208934,MD_005,5,Baltimore County,24,Maryland,CA_001,1,Alameda County,6,California,similar
GA_001,OK_005,0.8919644655034159,GA_001,1,Appling County,13,Georgia,OK_005,5,Atoka County,40,Oklahoma,similar
OK_005,GA_001,0.8919644655034159,OK_005,5,Atoka County,40,Oklahoma,GA_001,1,Appling County,13,Georgia,similar
KY_009,TN_007,0.8906721406352553,KY_009,9,Barren County,21,Kentucky,TN_007,7,Bledsoe County,47,Tennessee,similar
TN_007,KY_009,0.8906721406352553,TN_007,7,Bledsoe County,47,Tennessee,KY_009,9,Barren County,21,Kentucky,similar
CA_001,MD_003,0.8900248590156448,CA_001,1,Alameda County,6,California,MD_003,3,Anne Arundel County,24,Maryland,similar
